NAME,POSITION,HEIGHT,FOOT,AGE,RATING,NATION
Álex Petxa,Defence,178,Right,25,78,Spain
Álex Balde,Defence,175,Left,18,78,Spain
Jonathan Gómez,Defence,175,Left,18,78,Mexico
Álex Sola,Defence,178,Right,23,78,Spain
Francis Guerrero,Midfield,175,Right,26,78,Spain
Urko González,Defence,189,Right,21,78,Spain
Martín Pascual,Defence,182,Right,22,78,Spain
Kaiky Melo,Defence,186,Right,18,78,Brazil
Adrián de la Fuente,Defence,179,Right,23,78,Spain
Diego Alende,Defence,180,Right,24,78,Spain
Joan García,Goalkeeper,192,Right,21,78,Spain
Miguel Ángel Morro,Goalkeeper,193,Right,21,78,
Diego Altube,Goalkeeper,188,Right,22,78,Spain
Iñaki Peña,Goalkeeper,184,Right,23,78,Spain
Dragan Rosić,Goalkeeper,195,Right,25,78,Serbia
Iván Romero,Attack,172,Right,21,77,Spain
Haissem Hassan,Attack,173,Right,20,77,France
Paulo Vitor,Attack,177,Right,23,77,Brazil
Jonathan Dubasin,Attack,180,Right,22,77,Spain
Juanmi Latasa,Attack,191,Right,21,77,Spain
Darío Poveda,Attack,185,Right,25,77,Spain
Yassin Fekir,Midfield,173,Right,25,77,France
Víctor García,Midfield,185,Right,25,77,Spain
Nicolas Jackson,Attack,186,Right,21,77,Senegal
Marvin Park,Midfield,177,Right,22,77,Spain
Miguel Rodríguez,Attack,175,Right,19,77,Spain
Luka Cvetićanin,Attack,186,Right,19,77,Serbia
José Alonso Lara,Attack,161,Right,22,77,
David Mayoral,Attack,174,Right,25,77,Spain
Álvaro Sanz,Defence,170,Right,21,77,Spain
Guillem Jaime,Defence,177,Right,23,77,Spain
Moi Delgado,Midfield,173,Left,28,77,Spain
Mika Mármol,Defence,182,Left,21,77,Spain
Gaizka Ayesa,Goalkeeper,188,Right,21,77,Spain
Diego Fuoli,Goalkeeper,188,Right,24,77,Spain
Arnau Tenas,Goalkeeper,185,Right,21,77,Spain
Luismi Cruz,Attack,166,Left,21,76,Spain
Milutin Osmajić,Attack,181,Right,22,76,Montenegro
Marko Milovanović,Attack,196,Both,18,76,Serbia
Juan Artola,Attack,176,Right,22,76,Spain
Max Svensson,Attack,182,Right,20,76,Sweden
Óscar Aranda,Midfield,183,Right,20,76,Spain
Juanlu Sánchez,Midfield,183,Right,18,76,Spain
Ander Martín,Midfield,161,Left,21,76,Brazil
Kike Saverio,Attack,178,Both,23,76,Ecuador
Nikita Iosifov,Midfield,175,Right,21,76,Russia
Ilias Akhomach,Attack,175,Left,18,76,Spain
Germán Valera,Attack,170,Left,20,76,Spain
Cédric Teguia,Attack,180,Left,20,76,Spain
Josete Miranda,Attack,173,Right,23,76,Equatorial Guinea
Alberto del Moral,Midfield,185,Right,21,76,Spain
Moctar el Hacen,Midfield,180,Right,24,76,Mauritania
Pablo Ibáñez,Defence,179,Right,23,76,Spain
Jandro Orellana,Midfield,178,Right,21,76,Spain
Jesús Areso,Defence,182,Right,23,76,Spain
Miguel Ángel Leal,Defence,176,Right,25,76,
Santiago Ramos Mingo,Defence,185,Left,20,76,Argentina
Valentino Fattore,Defence,178,Right,20,76,Spain
Cristhian Mosquera,Defence,191,Right,18,76,Spain
Aritz Arambarri,Defence,186,Right,24,76,Spain
Baron Kibamba,Defence,185,Right,24,76,Congo
Ángel Fortuño,Goalkeeper,183,Right,20,76,Spain
Andoni Zubiaurre,Goalkeeper,189,Right,25,76,Spain
Cristian Rivero,Goalkeeper,183,Right,24,76,Paraguay
Javi Gómez,Attack,178,Right,23,75,Spain
Sergio Benito,Attack,173,Right,23,75,Spain
Carlo Adriano,Midfield,181,Right,21,75,Brazil
Jon Magunazelaia,Attack,175,Right,21,75,Spain
Mario Soriano,Midfield,163,Right,20,75,Spain
Branislav Knežević,Midfield,183,Right,19,75,Serbia
Álvaro Bastida,Midfield,170,Right,18,75,Spain
Gabriel Veiga,Midfield,178,Right,20,75,Spain
Pablo Marín,Midfield,180,Right,19,75,Spain
Williot Swedberg,Midfield,185,Right,18,75,Sweden
Fernando Delgado,Midfield,182,Right,20,75,Spain
Fran Delgado,Defence,177,Right,21,75,Spain
Álvaro Núñez,Defence,174,Right,22,75,Spain
Raúl Parra,Defence,187,Right,22,75,Spain
Rafa Marín,Defence,190,Right,20,75,Spain
Alfonso Pastor,Goalkeeper,190,Right,21,75,Spain
Dani Garrido,Midfield,170,Right,22,74,Spain
Óscar Ureña,Midfield,178,Right,19,74,Spain
Jokin Gabilondo,Defence,176,Right,23,74,Spain
Aitor Puñal,Defence,183,Right,23,74,Spain
John Patrick,Attack,193,Right,18,73,Ireland
Yussi Diarra,Midfield,174,Right,23,73,Mali
Rodrigo Farofa,Attack,179,Right,22,73,Brazil
Jorge Aguirre,Attack,183,Right,22,73,Colombia
Mourad el Ghezouani,Attack,189,Right,24,73,Morocco
Jordi Escobar,Attack,189,Right,20,73,Spain
Andri Gudjohnsen,Attack,187,Right,20,73,Iceland
Juan Camilo Becerra,Attack,180,Right,24,73,
Mohamed Mizzian,Attack,186,Right,22,73,Spain
Gracia Gori,Midfield,172,Left,20,73,Spain
Ricard Artero,Midfield,181,Right,19,73,Spain
Antonio Aranda,Midfield,175,Right,21,73,Spain
Carlos Álvarez,Attack,168,Left,18,73,United States
Pablo Gozálbez,Midfield,178,Right,21,73,Spain
Aimar Oroz,Midfield,177,Right,20,73,Spain
Antonio Zarzana,Attack,177,Right,20,73,Spain
Emre Demir,Midfield,175,Left,18,73,Turkey
Jon Cabo,Attack,184,Right,22,73,Spain
Abde Damar,Midfield,172,Right,22,73,Morocco
Giuliano Simeone,Attack,184,Right,19,73,Argentina
Fabio Blanco,Attack,175,Right,18,73,Spain
Alfonso González,Attack,172,Right,23,73,Mexico
Álvaro Martín,Midfield,180,Right,21,73,Spain
Gustavo Maia,Attack,169,Right,21,73,Brazil
Iker Losada,Midfield,175,Right,20,73,Spain
David Querol,Attack,183,Right,33,73,Spain
Miguel Capitas,Midfield,175,Right,21,73,Spain
Pedro Ortiz,Midfield,184,Left,21,73,Ecuador
Javi Robles,Midfield,187,Right,21,73,Argentina
Iván Morante,Midfield,180,Left,21,73,Spain
Moha Moukhliss,Midfield,168,Right,22,73,Spain
Lucas de Vega,Midfield,172,Right,22,73,Brazil
Xavier Sintes,Midfield,190,Right,20,73,Spain
Víctor San Bartolomé,Midfield,186,Right,22,73,Spain
Javi Serrano,Midfield,178,Right,19,73,Spain
Mikel Carro,Defence,188,Right,23,73,Spain
Roger Martínez,Midfield,180,Right,18,73,Colombia
John Nwankwo,Defence,185,Right,21,73,Spain
Kwasi Sibo,Midfield,182,Right,24,73,Ghana
Martín Calderón,Midfield,183,Left,23,73,Spain
Ferrán Sarsanedas,Defence,177,Left,25,73,Spain
Arnau Solà,Defence,179,Left,19,73,Spain
Iván Fresneda,Defence,177,Right,17,73,Spain
Rubén Sánchez,Midfield,185,Right,21,73,Spain
Emmanuel Akurugu,Defence,174,Left,20,73,
Marc Baró,Defence,180,Left,22,73,Argentina
Omar el Hilali,Defence,183,Right,18,73,Morocco
Moussa Ndiaye,Defence,181,Left,20,73,Senegal
Álvaro Carrillo,Defence,182,Right,20,73,Spain
Jon Sillero,Defence,177,Right,24,73,Spain
Rúben Iranzo,Defence,182,Right,19,73,Spain
Imanol Ezkurdia,Defence,180,Left,23,73,Spain
Sergio Santos,Defence,178,Right,21,73,Brazil
Anton Efremov,Defence,190,Right,19,73,Russia
Ibra Camara,Defence,181,Right,19,73,Guinea
Aitor Paredes,Defence,186,Right,22,73,Spain
Lluis Recasens,Defence,183,Right,20,73,Spain
Garzón Marvel,Defence,184,Left,19,73,Spain
Jorge Moreno,Defence,182,Right,20,73,Spain
Isma Armenteros,Defence,184,Left,21,73,Spain
Pablo Ramón,Defence,186,Right,21,73,Spain
Saturday Erimuya,Defence,190,Right,24,73,Nigeria
Kevin Sibille,Defence,182,Right,23,73,Argentina
Iker Álvarez,Goalkeeper,190,Right,20,73,Andorra
Leo Román,Goalkeeper,186,Right,22,73,Spain
Toni Fuidias,Goalkeeper,195,Right,21,73,Spain
Luis López,Goalkeeper,193,Right,21,73,Spain
Juan Flere,Goalkeeper,182,Right,24,73,Argentina
Diego Conde,Goalkeeper,188,Right,23,73,Spain
Iván Martínez,Goalkeeper,180,Right,20,73,Spain
Pau Víctor,Attack,184,Right,20,72,Brazil
Javier Martón,Attack,183,Right,23,72,Spain
Lulo Dasilva,Midfield,189,Right,19,72,Spain
Roman Tugarinov,Defence,187,Right,22,72,Russia
Peru Rodríguez,Defence,190,Right,20,71,Spain
Álvaro Rodríguez,Attack,180,Left,18,70,Spain
Carlos Martín,Attack,188,Right,20,70,Dominican Republic
Dawda Camara,Attack,178,Right,19,70,Mauritania
Seth Airam,Attack,180,Right,24,70,Spain
Álvaro Leiva,Attack,170,Both,17,70,Spain
Jaume Jardí,Attack,167,Left,20,70,Spain
Fabián Luzzi,Attack,178,Right,18,70,Spain
Enrique Herrero García,Attack,173,Right,17,70,Spain
Isra Salazar,Attack,177,Right,19,70,Spain
Ewan Urain,Attack,193,Right,22,70,Scotland
Noel López,Attack,182,Right,19,70,Spain
Lautaro de León,Attack,185,Right,21,70,Uruguay
Nabil Touaizi,Attack,183,Right,21,70,Morocco
David González,Midfield,180,Left,20,70,Paraguay
Iván Chuki,Attack,170,Left,18,70,Spain
Hugo Sotelo,Midfield,185,Right,18,70,Spain
Julen Jon Guerrero,Attack,185,Left,18,70,
Bruno Iglesias,Midfield,179,Right,19,70,Spain
Zacarías Ghailán,Attack,173,Right,20,70,Morocco
Luca Koleosho,Attack,175,Right,17,70,Canada
Jofre Carreras,Attack,175,Right,21,70,Spain
Javier Llabrés,Midfield,172,Right,19,70,Spain
Estanis Pedrola,Attack,185,Right,18,70,Spain
José Manuel Raigal,Attack,180,Right,22,70,
Ángel Alarcón,Attack,175,Right,18,70,Spain
Kike Carrasco,Midfield,175,Right,24,70,Spain
Hugo González,Attack,177,Right,19,70,Mexico
Mamady Diarra,Attack,170,Right,22,70,Mali
Nico Paz,Midfield,176,Right,17,70,Argentina
Txus Alba,Midfield,172,Right,19,70,Spain
Théo Zidane,Midfield,193,Right,20,70,France
Gui Guedes,Midfield,183,Right,20,70,Brazil
Joël Ngoya,Midfield,189,Right,20,70,France
Ryan Johansson,Defence,186,Both,21,70,Ireland
Fran Callejón,Midfield,182,Right,24,70,Spain
Martin Svidersky,Defence,184,Left,19,70,Slovakia
Pablo Pérez,Defence,175,Left,20,70,Argentina
Lucas Rosa,Defence,176,Right,22,70,Brazil
Thomas Carrique,Defence,176,Right,23,70,France
Diego Almeida,Defence,175,Right,18,70,Ecuador
Igor Gomes,Defence,186,Right,21,70,Brazil
Alberto Retuerta,Defence,186,Left,20,70,Spain
Josep Gayá,Defence,185,Right,22,70,Spain
Eric Monjonell,Defence,191,Right,20,70,Spain
Miki Bosch,Defence,190,Right,21,70,Spain
Adrián Gómez,Defence,186,Right,19,70,Spain
Jorge Herrando,Defence,186,Right,21,70,Spain
Kike Hermoso,Defence,190,Right,22,70,Spain
Alberto Flores,Goalkeeper,186,Left,18,70,Spain
Lucas Cañizares,Goalkeeper,188,Right,20,70,Spain
Alejandro Iturbe,Goalkeeper,186,Right,18,70,Spain
Dani Junior Ltaif,Goalkeeper,196,Right,22,70,
David Santisteban,Attack,175,Right,21,68,Spain
Iker Kortajarena,Midfield,176,Left,22,68,Spain
Unai Marrero,Goalkeeper,187,Right,20,68,Spain
Aimar Peña,Attack,185,Right,18,67,Spain
Tiago Geralnik,Midfield,178,Right,19,67,Argentina
Kepa Uriarte,Midfield,184,Right,20,67,Spain
Aimar Vicandi,Attack,177,Right,17,67,Spain
Salim el Jebari,Attack,180,Right,18,67,Spain
Malcom Ares,Attack,183,Right,20,67,Spain
Pablo Barrios,Midfield,181,Right,19,67,Spain
Sergi Rosanas,Defence,171,Right,21,67,Spain
Lander Arenal,Defence,178,Right,17,67,Spain
José Luis Trápaga,Defence,176,Right,24,67,
Rafael Obrador,Defence,181,Left,18,67,Spain
Álex Carbonell,Defence,185,Right,21,67,Spain
Kike Rios,Defence,182,Left,22,67,Spain
Alex Padilla,Goalkeeper,190,Right,18,67,Spain
Viktor Nikolov,Goalkeeper,188,Right,21,67,Bulgaria
Raúl Caballero,Attack,176,Right,21,65,Spain
Rubén Azcona,Attack,176,Right,21,65,Spain
Jorge Pascual,Attack,183,Left,19,65,Spain
Musa Drammeh,Attack,188,Right,20,65,Gambia
Takuhiro Nakai,Midfield,178,Right,18,65,Japan
Arnau Pradas,Attack,175,Left,16,65,Spain
Peque Polo,Attack,179,Left,21,65,Spain
Mikel Goti,Attack,183,Left,20,65,Spain
Mario Martín,Midfield,180,Right,18,65,Honduras
Aleix Garrido,Midfield,170,Right,18,65,Spain
Babacar Diocou,Midfield,177,Right,17,65,Spain
Alessandro Burlamaqui,Midfield,180,Right,20,65,Peru
David de la Víbora,Midfield,168,Right,19,65,Spain
Lekhedim Yusi,Defence,170,Left,16,65,Spain
Elyaz Zidane,Defence,194,Left,16,65,France
Ander Zoilo,Defence,175,Left,22,65,Spain
Niko Takahashi,Defence,175,Left,16,65,Japan
Arnau Casas,Defence,191,Both,18,65,Spain
Landry Farré,Defence,185,Right,15,65,Spain
Chadi Riad,Defence,186,Right,19,65,Morocco
Yarek Gasiorowski,Defence,190,Left,17,65,Spain
Edgar Pujol,Defence,179,Right,17,65,Spain
Áron Yaakobishvili,Goalkeeper,185,Right,16,65,Hungary
Diego Piñeiro,Goalkeeper,187,Right,18,65,Spain
Ander Astralaga,Goalkeeper,190,Right,18,65,Spain
Guille Súnico,Goalkeeper,189,Right,18,65,Spain
Coke Carrillo,Goalkeeper,185,Right,20,65,Spain
Peio Huestamendia,Midfield,177,Right,15,60,Spain
Ianis Tarba,Midfield,177,Right,16,60,Romania
Gabri Martínez,Midfield,185,Right,19,60,Mexico
Lass Sangare,Midfield,184,Right,20,60,Ivory Coast
Loïc Williams,Defence,185,Right,20,60,Spain
Iker Pagazartundua,Goalkeeper,190,Right,15,60,Spain
Jonatan Morilla,Goalkeeper,183,Right,22,60,Spain
Paulo Dybala,Attack,177,Left,28,93,Argentina
Ciro Immobile,Attack,181,Right,32,93,Italy
Kalidou Koulibaly,Defence,195,Right,31,93,Senegal
Lautaro Martínez,Attack,174,Right,24,92,Argentina
Luis Alberto,Midfield,182,Right,29,92,Spain
Federico Chiesa,Attack,175,Right,24,92,Italy
Ángel di María,Attack,180,Left,34,92,Argentina
Nicolò Barella,Midfield,172,Right,25,92,Italy
Sergej Milinković-Savić,Midfield,192,Right,27,92,Serbia
Paul Pogba,Midfield,191,Both,29,92,France
Marcelo Brozović,Midfield,181,Both,29,92,Croatia
Theo Hernández,Defence,184,Left,24,92,France
Matthijs de Ligt,Defence,189,Both,22,92,Netherlands
Milan Skriniar,Defence,186,Right,27,92,Slovakia
Stefan de Vrij,Defence,189,Right,30,92,Netherlands
Leonardo Bonucci,Defence,190,Right,35,92,Italy
Alessandro Bastoni,Defence,190,Left,23,92,Italy
Wojciech Szczęsny,Goalkeeper,196,Right,32,92,Poland
Samir Handanovič,Goalkeeper,193,Right,38,92,Slovenia
Dušan Vlahović,Attack,190,Left,22,91,Serbia
Víctor Osimhen,Attack,186,Right,23,91,Nigeria
Andrea Belotti,Attack,181,Right,28,91,Italy
Duván Zapata,Attack,189,Right,31,91,Colombia
Olivier Giroud,Attack,193,Left,35,91,France
Edin Džeko,Attack,193,Both,36,91,Bosnia & Herzegovina
Zlatan Ibrahimović,Attack,195,Both,40,91,Sweden
Lorenzo Pellegrini,Midfield,188,Right,26,91,Italy
Hakan Çalhanoğlu,Midfield,178,Right,28,91,Turkey
Rafael Leão,Attack,186,Right,23,91,Portugal
Domenico Berardi,Attack,185,Left,27,91,Italy
Fabián Ruiz,Midfield,189,Left,26,91,Spain
Adrien Rabiot,Midfield,188,Left,27,91,France
Piotr Zielinski,Midfield,180,Both,28,91,Poland
Sandro Tonali,Midfield,182,Right,22,91,Italy
Manuel Locatelli,Midfield,185,Right,24,91,Italy
Denis Zakaria,Defence,191,Right,25,91,Switzerland
Robin Gosens,Defence,181,Left,28,91,Germany
Giovanni di Lorenzo,Defence,187,Right,28,91,Italy
Alex Sandro,Defence,180,Left,31,91,Brazil
Juan Cuadrado,Midfield,178,Right,34,91,Colombia
Cristian Romero,Defence,185,Right,24,91,Argentina
André Onana,Goalkeeper,190,Right,26,91,Cameroon
Mike Maignan,Goalkeeper,191,Right,27,91,France
Rui Patrício,Goalkeeper,190,Left,34,91,Portugal
Joaquín Correa,Attack,188,Right,27,90,Argentina
Ante Rebić,Attack,182,Right,28,90,Croatia
Dries Mertens,Attack,169,Right,35,90,Belgium
Alexis Sánchez,Attack,169,Right,33,90,Chile
Hirving Lozano,Attack,177,Right,26,90,Mexico
Luka Jović,Attack,181,Right,24,90,Serbia
Luis Muriel,Attack,179,Right,31,90,Colombia
Tammy Abraham,Attack,190,Right,24,90,England
Ruslan Malinovskiy,Attack,181,Left,29,90,Ukraine
Henrikh Mkhitaryan,Midfield,177,Both,33,90,Armenia
Dejan Kulusevski,Attack,186,Left,22,90,Sweden
Matteo Politano,Attack,171,Left,28,90,Italy
Melo Arthur,Midfield,172,Right,25,90,Brazil
Ismaël Bennacer,Midfield,175,Left,24,90,Algeria
André Zambo Anguissa,Midfield,184,Right,26,90,Cameroon
Mario Pašalić,Attack,188,Both,27,90,Croatia
Jordan Veretout,Midfield,176,Right,29,90,France
Remo Freuler,Midfield,181,Right,30,90,Switzerland
Marten de Roon,Defence,185,Right,31,90,Netherlands
Joakim Maehle,Defence,184,Right,25,90,Denmark
Denzel Dumfries,Defence,189,Right,26,90,Netherlands
Hans Hateboer,Defence,185,Right,28,90,Netherlands
Leonardo Spinazzola,Defence,186,Right,29,90,Italy
Luiz Danilo,Defence,184,Right,31,90,Brazil
Davide Calabria,Defence,176,Right,25,90,Italy
Rafael Tolói,Defence,187,Right,31,90,Italy
Simon Kjaer,Defence,190,Right,33,90,Denmark
Gleison Bremer,Defence,188,Right,25,90,Brazil
Fikayo Tomori,Defence,185,Right,24,90,England
Nikola Milenković,Defence,195,Right,24,90,Serbia
Gianluca Mancini,Defence,190,Right,26,90,Italy
Alessio Romagnoli,Defence,188,Left,27,90,Italy
Berat Djimsiti,Defence,190,Right,29,90,Albania
Francesco Acerbi,Defence,192,Left,34,90,Italy
Gerard Deulofeu,Attack,177,Right,28,89,Spain
Giacomo Raspadori,Attack,172,Both,22,89,Italy
Josip Ilicic,Attack,190,Left,34,89,Slovenia
Rodríguez Pedro,Attack,169,Both,34,89,Spain
Gianluca Scamacca,Attack,196,Right,23,89,Italy
Giovanni Simeone,Attack,181,Both,27,89,Argentina
Marko Arnautovic,Attack,193,Both,33,89,Austria
Eljif Elmas,Midfield,182,Right,22,89,North Macedonia
Alexis Saelemaekers,Midfield,180,Right,23,89,Belgium
Nicolás González,Attack,180,Left,24,89,Argentina
Nicoló Zaniolo,Attack,189,Left,23,89,Italy
Jonathan Ikoné,Attack,175,Left,24,89,France
Bryan Cristante,Defence,186,Right,27,89,Italy
Weston Mckennie,Midfield,177,Right,23,89,United States
Gaetano Castrovilli,Midfield,180,Right,25,89,Italy
Matteo Pessina,Midfield,183,Left,25,89,Italy
Aaron Ramsey,Midfield,182,Both,31,89,Wales
Teun Koopmeiners,Midfield,184,Left,24,89,Netherlands
Stanislav Lobotka,Midfield,170,Right,27,89,Slovakia
Nemanja Matić,Midfield,195,Left,33,89,Serbia
Zeki Celik,Defence,180,Right,25,89,Turkey
Nahuel Molina,Defence,177,Right,24,89,Argentina
Manuel Lazzari,Defence,178,Right,28,89,Italy
Adam Marušić,Defence,185,Right,29,89,Montenegro
Alessandro Florenzi,Midfield,173,Right,31,89,Italy
Cristiano Biraghi,Defence,176,Left,29,89,Italy
Mário Rui,Defence,168,Left,31,89,Portugal
Elseid Hysaj,Defence,182,Right,28,89,Albania
Roger Ibañez,Defence,185,Right,23,89,Brazil
Merih Demiral,Defence,192,Right,24,89,Turkey
Amir Rrahmani,Defence,192,Right,28,89,Kosovo
José Luis Palomino,Defence,188,Left,32,89,
Juan Musso,Goalkeeper,191,Right,28,89,Argentina
Alex Meret,Goalkeeper,191,Left,25,89,Italy
Pierluigi Gollini,Goalkeeper,188,Right,27,89,Italy
Gianluca Caprari,Attack,172,Right,28,88,Italy
Justin Kluivert,Attack,171,Both,23,88,Netherlands
Fabio Quagliarella,Attack,182,Right,39,88,Italy
Arthur Cabral,Attack,186,Right,24,88,Brazil
Andrea Petagna,Attack,190,Left,27,88,Italy
Divock Origi,Attack,185,Right,27,88,Belgium
Francesco Caputo,Attack,180,Right,34,88,Italy
Hamed Junior Traoré,Midfield,180,Right,22,88,
Mattia Zaccagni,Midfield,176,Right,27,88,Italy
Aleksey Miranchuk,Attack,177,Left,26,88,Russia
Roberto Soriano,Midfield,182,Both,31,88,Italy
Roberto Pereyra,Midfield,182,Right,31,88,Argentina
Musa Barrow,Attack,184,Right,23,88,Gambia
Riccardo Orsolini,Attack,183,Left,25,88,Italy
Jérémie Boga,Attack,172,Right,25,88,Ivory Coast
Felipe Anderson,Midfield,178,Both,29,88,Brazil
Stephan el Shaarawy,Attack,180,Right,29,88,Italy
Antonio Candreva,Midfield,180,Right,35,88,Italy
Maxime López,Midfield,167,Right,24,88,France
Rade Krunić,Midfield,184,Both,28,88,Bosnia & Herzegovina
Nicolás Domínguez,Midfield,179,Right,24,88,Argentina
Sofyan Amrabat,Midfield,182,Right,25,88,Morocco
Roberto Gagliardini,Midfield,188,Right,28,88,Italy
Giacomo Bonaventura,Midfield,180,Right,32,88,Italy
Davide Frattesi,Midfield,184,Right,22,88,Italy
Mattias Svanberg,Midfield,185,Right,23,88,Sweden
Antonín Barák,Midfield,191,Left,27,88,Czech Republic
Stefano Sensi,Midfield,168,Right,26,88,Italy
Matías Vecino,Midfield,187,Right,30,88,Uruguay
Rolando Mandragora,Midfield,183,Left,25,88,Italy
Erick Pulgar,Midfield,186,Right,28,88,Chile
Diego Demme,Midfield,170,Both,30,88,Germany
Rick Karsdorp,Defence,182,Right,27,88,Netherlands
Davide Zappacosta,Defence,182,Right,30,88,Italy
Bartosz Bereszyński,Defence,182,Right,30,88,Poland
Matteo Darmian,Defence,182,Right,32,88,Italy
Mathías Olivera,Defence,184,Left,24,88,Uruguay
Federico Dimarco,Defence,182,Left,24,88,Italy
Mattia de Sciglio,Defence,183,Right,29,88,Italy
Pierre Kalulu,Defence,184,Right,22,88,France
Ricardo Rodríguez,Defence,180,Left,29,88,Switzerland
Lucas Martínez Quarta,Defence,181,Right,26,88,Argentina
Gian Marco Ferrari,Defence,189,Left,30,88,
Chris Smalling,Defence,192,Right,32,88,England
Emil Audero,Goalkeeper,190,Right,25,88,Italy
Lukasz Skorupski,Goalkeeper,187,Right,31,88,Poland
Mattia Perìn,Goalkeeper,190,Right,29,88,Italy
Andrea Consigli,Goalkeeper,189,Right,35,88,Italy
Kevin Lasagna,Attack,186,Left,29,87,Italy
Manolo Gabbiadini,Attack,186,Left,30,87,Italy
Andrea Pinamonti,Attack,185,Right,23,87,Italy
Vedat Muriqi,Attack,194,Left,28,87,Kosovo
Antonio Sanabria,Attack,181,Right,26,87,Paraguay
Mikkel Damsgaard,Midfield,176,Right,22,87,Denmark
Viktor Kovalenko,Midfield,182,Right,26,87,Ukraine
Simone Verdi,Attack,174,Both,30,87,Italy
Filip Djuričić,Midfield,176,Right,30,87,Serbia
José Callejón,Attack,178,Right,35,87,Spain
Valentino Lazaro,Midfield,180,Right,26,87,Austria
Darko Lazović,Midfield,181,Right,31,87,Serbia
Saša Lukić,Midfield,183,Right,25,87,Serbia
Gonzalo Villar,Midfield,180,Right,24,87,Spain
Tommaso Pobega,Midfield,188,Both,23,87,Italy
Karol Linetty,Midfield,176,Both,27,87,Poland
Matheus Henrique,Midfield,175,Right,24,87,Brazil
Giulio Maggiore,Midfield,184,Right,24,87,Italy
